col1,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,dist,dist_2264_center,PMemb
24,1635721458409799680,b'Gaia DR2 3326741209168361856',3326741209168361856,1489611730,2015.5,100.27367970880694,0.04201721104565095,9.905180358284367,0.04545270738927846,1.4661065850024677,0.05225499041320434,28.056776,-1.7805619608312786,0.0804249576951639,-3.8949054857481338,0.07267082978314299,-0.21404,0.006225423,-0.24614821,0.34787634,-0.5191995,0.16411684,-0.39970857,0.23182113,0.1199048,-0.15775713,151,0,150,1,2.1144505,183.29015,0.11727402222263099,1.1486350258718472,31,false,13.072858,1.3726123377891608,0.010884030779227921,-0.074881494,18,11,0.08458543,0,18,false,150,13635.636712929547,27.667171454566603,492.84534,15.351677,10,3772.0464679906904,37.5734019667561,100.3914,16.409946,12,15391.399140337475,162.89425407181955,94.48706,14.293725,1.4053943,0,2.1162214,1.0582695,1.0579519,,,0,,,,b'NOT_AVAILABLE',202.94108942111257,2.228441328647123,100.39500837789154,-13.164144293128894,100001.0,3909.7434,3606.5,4493.63,2.9067,2.597,3.1715,1.4555,1.2599,1.579,200111.0,1.4516994,1.0989517,1.7060876,0.4436506,0.4091106,0.4781906,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326741209168361856',b'',0.024115115841125533,0.024365674833204846,0.9319999843835831
25,1635721458409799680,b'Gaia DR2 3326741239231756416',3326741239231756416,1311216831,2015.5,100.30176800736032,0.12804093478153836,9.916685536380816,0.13025683230502774,1.5149392772257344,0.14556100964266802,10.40759,-2.8540638395179654,0.24605741517474633,-3.676578043952415,0.22191401315521134,-0.2785929,0.08023447,-0.19510922,0.37593636,-0.44705513,0.24969335,-0.3602419,0.16581658,0.096070096,-0.2195233,162,0,162,0,3.2234094,220.48877,0.49966984755940896,3.048514444678158,31,false,1.0569965,1.3021098067441106,0.030657025468060442,-0.08801193,18,11,0.24454883,0,18,false,161,1679.280569270883,3.605087378769027,465.80856,17.625557,15,398.0842561471472,10.251084364426593,38.83338,18.85145,14,2216.7146937196285,10.085852705643392,219.78456,16.397646,1.5570947,0,2.453804,1.225893,1.227911,,,0,,,,b'NOT_AVAILABLE',202.94348249577524,2.258311572184418,100.4224857349456,-13.150651177252703,,,,,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326741239231756416',b'',0.02557059134198183,0.02559907470573853,0.7030000120401383
26,1635721458409799680,b'Gaia DR2 3326740796851503744',3326740796851503744,1003479611,2015.5,100.26860406476405,0.03659623988615275,9.888417381696215,0.03577449111684697,1.3439424568157057,0.035680130393879836,37.666412,-1.3685419261713903,0.07122941736463886,-3.713483068587932,0.06648831702201319,-0.3605982,-0.026395025,-0.3473483,0.472375,-0.25199264,0.3970073,-0.47761917,0.17817129,0.008679084,-0.3199192,160,0,158,2,1.2202274,174.62419,0.0,0.0,31,false,18.610645,1.4211685188415408,0.008531999255674633,-0.08211273,18,10,0.08793058,0,18,false,159,15462.174963464417,74.74084864106433,206.87717,15.215189,13,5140.293573664717,61.82739786401128,83.13941,16.07392,14,15688.55659071835,221.04121661351124,70.97571,14.272963,1.3470842,1,1.8009567,0.8587303,0.9422264,,,0,,,,b'NOT_AVAILABLE',202.95373147853934,2.216341029813824,100.39114085080368,-13.181226960969628,100002.0,3934.6025,3857.94,4126.463,2.1785,1.7775,2.4761,1.107,0.9459,1.252,200111.0,1.651238,1.5012586,1.7175148,0.5887318,0.5521551,0.6253086,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326740796851503744',b'',0.025600688999687236,0.025972856771689975,0.9989999997615814
27,1635721458409799680,b'Gaia DR2 3326740418894376704',3326740418894376704,1649973228,2015.5,100.32145533699925,0.08701191339092378,9.894364332338364,0.0874103133355657,1.2576759447772023,0.09699759765591885,12.966052,-1.297357218000151,0.1685159062426043,-3.9137778224582154,0.16253865594124542,-0.36015838,0.13584253,-0.25748047,0.3350905,-0.390399,0.19970079,-0.38549197,0.22013092,0.15344374,-0.3412643,161,0,160,1,1.6929154,186.00446,0.2796337878960666,1.768977486636816,31,false,2.3030157,1.2782532662539428,0.021469319729585944,-0.16084908,18,11,0.18108295,0,19,false,161,2848.774261986049,4.812541600790976,591.948,17.051722,18,665.0115919090758,15.628831622952948,42.55031,18.294315,18,3582.490189427951,14.386010183241583,249.02597,15.876457,1.4909928,1,2.4178581,1.2425938,1.1752644,,,0,,,,b'NOT_AVAILABLE',202.97221666143506,2.265382014139585,100.44402563665908,-13.171494479117396,100002.0,3804.02,3413.6667,4167.1724,,,,,,,200111.0,0.84686273,0.70569277,1.051614,0.13529818,0.113784865,0.15681149,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326740418894376704',b'',0.026832906001566292,0.02724145117304425,0.8410000038146973
28,1635721458409799680,b'Gaia DR2 3326739972217783552',3326739972217783552,1371192110,2015.5,100.28831011334344,0.21927714869895554,9.865852335026098,0.21127835469921305,1.2491167465805073,0.2456735234275961,5.0844584,-2.0199189291644575,0.4326088338756184,-3.784105174872007,0.3952219116363303,-0.17010038,0.06123067,-0.19580708,0.27500868,-0.34473863,0.18188,-0.3390896,0.20513988,0.16411455,-0.20864715,186,0,185,1,6.0498524,319.93808,1.1981002627830528,7.880059928121852,31,false,0.28473434,1.133417998769136,0.05369863858125642,-0.055357438,21,11,0.41763198,0,21,false,184,758.5040159207235,2.250886445281201,336.98013,18.48847,15,219.16245497123103,12.26488408662597,17.8691,19.499474,19,1195.8782455719522,15.598032998020066,76.668526,17.067703,1.8655678,0,2.4317703,1.0110035,1.4207668,,,0,,,,b'NOT_AVAILABLE',202.98269188472327,2.223315013910851,100.41271752332666,-13.202316688498104,,,,,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326739972217783552',b'',0.026996087680215528,0.02701995913645177,0.8249999946355819
31,1635721458409799680,b'Gaia DR2 3326739766059353472',3326739766059353472,1389756099,2015.5,100.28952577915531,0.04803579224199113,9.863868217027003,0.04653094632653508,1.2875260443333427,0.05431295852618994,23.705688,-1.8273002409766674,0.09366477386752423,-4.060072857298125,0.08495366465813242,-0.18420519,0.09793419,-0.20121756,0.26148877,-0.3480602,0.15482329,-0.35303172,0.22166517,0.14181739,-0.16136393,188,0,188,0,11.9982815,520.5492,0.34125953534074666,13.383976746990646,31,false,6.1204863,1.3690172554366695,0.011694772302345812,-0.056795873,21,11,0.09596397,0,21,false,188,18943.27885992319,30.417012362927952,622.78564,14.994728,20,4726.810437864586,42.08442271733894,112.31734,16.164968,21,22779.655557554324,59.885528076314095,380.38666,13.8680525,1.4520435,0,2.296916,1.1702404,1.1266756,,,0,,,,b'NOT_AVAILABLE',202.98500567547617,2.2234750757717987,100.41409318055588,-13.204208112291088,100001.0,3636.5,3428.0,4009.95,2.5427,2.3489,2.7898,1.282,1.1846,1.4453,200111.0,2.4747784,2.0352867,2.7849786,0.9649431,0.8765099,1.0533763,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326739766059353472',b'',0.028714804257984013,0.028731221886703382,0.9869999986886978
35,1635721458409799680,b'Gaia DR2 3326739800419090176',3326739800419090176,1141875842,2015.5,100.30544579225501,0.05793554649202735,9.865109635199461,0.05624441044677403,1.3784435673706215,0.06160431073135951,22.375765,-1.7201816650582356,0.113371850252834,-3.7377722336050447,0.10535207838517811,-0.3178216,0.14373992,-0.35202372,0.25620514,-0.37697062,0.15505853,-0.41487584,0.17140569,0.122682825,-0.2586347,153,0,153,0,0.34918663,153.40547,0.0,0.0,31,false,5.9434237,1.3609420910015837,0.014056600871957547,-0.12934381,17,11,0.121085815,0,17,false,153,5436.384525980819,21.088514482274643,257.78888,16.35009,14,1618.2439140401268,28.94124808713389,55.914795,17.328777,16,6096.346744191873,63.56441556062986,95.90817,15.299246,1.4190664,0,2.0295315,0.9786873,1.0508442,,,0,,,,b'NOT_AVAILABLE',202.9910642186143,2.237997435464736,100.43006751961019,-13.201824451168607,100001.0,3722.0,3653.0,4041.515,,,,,,,200111.0,1.1468363,0.97267056,1.1905696,0.22740656,0.2056486,0.24916452,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326739800419090176',b'',0.029223239051522666,0.02929362644020172,0.9219999814033508
40,1635721458409799680,b'Gaia DR2 3326740796851503872',3326740796851503872,1022305669,2015.5,100.26210478751271,0.05537661574702417,9.893347716504033,0.054291990803972276,1.3841107688499494,0.06258209762243197,22.11672,-1.2365278735136231,0.11039834457910136,-3.426972051874471,0.0993348339470567,-0.108303726,-0.017601065,-0.14364938,0.29584807,-0.38158476,0.21965452,-0.29829112,0.1453109,0.09483999,-0.12056935,179,0,177,2,1.2338182,195.18758,0.10660209293676871,0.47047220697504594,31,false,4.9178743,1.3339666001833286,0.013902323356867193,-0.024423122,20,11,0.109157786,0,20,false,178,4865.183433306533,20.480202452076306,237.55544,16.470617,20,1416.3285158749025,49.90927001042958,28.378065,17.473478,20,5755.061315809872,66.98790601994153,85.91194,15.361795,1.4740225,0,2.111683,1.002861,1.1088219,,,0,,,,b'NOT_AVAILABLE',202.94641668871415,2.2128948414150598,100.38421377416293,-13.176775852633751,102001.0,3640.0,3554.0,3949.5498,,,,,,,200111.0,1.162947,0.9877966,1.2199103,0.21390462,0.1932322,0.23457704,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326740796851503872',b'',0.03174399481471306,0.03221566327542721,0.7059999926388264
42,1635721458409799680,b'Gaia DR2 3326740521973590656',3326740521973590656,721773016,2015.5,100.3218655893854,0.03456277386704929,9.908974817553744,0.03490709428680111,1.3441726067060868,0.03944296232784064,34.078896,-1.6113067451181178,0.06351107461543129,-3.6956364151875123,0.058234453654388646,-0.36687407,0.20313714,-0.240929,0.36776072,-0.42568088,0.18253471,-0.4473959,0.27158973,0.14384434,-0.22427854,167,0,167,0,1.5046374,189.87872,0.08909660906385163,0.8545802395576566,31,false,19.398779,1.4607546630684014,0.008390010292901366,-0.123713754,19,11,0.0725459,0,19,false,167,18872.396739736334,195.04782014352782,96.7578,14.998798,16,7085.153216958791,447.7915628303423,15.822435,15.725515,17,18562.58796969713,536.4419941785665,34.60316,14.090323,1.3590082,0,1.6351919,0.726717,0.9084749,,,0,,,,b'NOT_AVAILABLE',202.95939042976255,2.27240876534292,100.44334129722147,-13.156893603177075,100001.0,4349.7925,4153.5,5167.5,,,,,,,200111.0,1.3239444,0.93809295,1.4520395,0.5653383,0.5269559,0.6037207,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326740521973590656',b'',0.03191607363440245,0.03226850201241579,0.9909999978542328
43,1635721458409799680,b'Gaia DR2 3326741277887838080',3326741277887838080,156479806,2015.5,100.26902097762766,0.062138031386762216,9.912165684066421,0.05796652404844853,1.274248365212144,0.06049609531241224,21.063316,-1.209960586086966,0.11033569314807098,-3.9683785834878766,0.10264440940342105,-0.25360245,-0.22984493,-0.18560766,0.66441727,-0.24928673,0.5118769,-0.35463008,0.18889047,-0.23680532,-0.10745522,116,116,115,1,8.9935665,303.27203,0.0,1.3368447588157967E-15,31,false,253.9856,1.6883214301880292,0.014646835583702458,-0.073342025,13,9,0.07368377,0,15,false,107,1431961.3203024536,1347.11165030633,1062.9863,10.298537,11,847445.6160814154,1796.8424093706626,471.63046,10.531109,13,842967.1118133741,1254.5312286378535,671.9379,9.947393,1.1804878,0,0.58371544,0.2325716,0.35114384,,,0,,,,b'NOT_AVAILABLE',202.93277319697907,2.2275464409271213,100.38978532812631,-13.157511808063926,100001.0,6521.8247,6409.0,6698.3926,1.4163,0.9175,1.7006,0.7327,0.4649,0.8561,200111.0,4.5748405,4.336836,4.73733,34.11325,31.986635,36.23987,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3326741277887838080',b'',0.031926791789514644,0.0322126917897533,0.9689999988675118
